stock_code,Stknme,industry,Nindnme
603333,尚纬股份,C76,电器机械及器材制造业
603335,迪生力,C75,交通运输设备制造业
603336,宏辉果蔬,C01,食品加工业
603337,杰克股份,C73,专用设备制造业
603338,浙江鼎力,C73,专用设备制造业
603339,四方科技,C71,普通机械制造业
603341,龙旗科技,G,信息技术业
603344,星德胜,C76,电器机械及器材制造业
603345,安井食品,C01,食品加工业
603348,文灿股份,C69,金属制品业
603350,安乃达,C76,电器机械及器材制造业
603351,威尔药业,C81,医药制造业
603353,和顺石油,H11,零售业
603355,莱克电气,C76,电器机械及器材制造业
603356,华菱精工,C71,普通机械制造业
603357,设计总院,K20,专业、科研服务业
603358,华达科技,C75,交通运输设备制造业
603359,东珠生态,K99,其他社会服务业
603360,百傲化学,C43,化学原料及化学制品制造业
603363,*ST 傲农,C01,食品加工业
603365,水星家纺,C11,纺织业
603366,日出东方,C76,电器机械及器材制造业
603367,辰欣药业,C81,医药制造业
603368,柳药集团,H,批发和零售贸易
603369,今世缘,C05,饮料制造业
603373,安邦护卫,K99,其他社会服务业
603375,盛景微,G,信息技术业
603377,ST 东时,K99,其他社会服务业
603378,亚士创能,C43,化学原料及化学制品制造业
603379,三美股份,C43,化学原料及化学制品制造业
603380,易德龙,G,信息技术业
603381,永臻股份,C76,电器机械及器材制造业
603383,顶点软件,G87,计算机应用服务业
603385,惠达卫浴,C61,非金属矿物制品业
603386,骏亚科技,G,信息技术业
603387,基蛋生物,C81,医药制造业
603388,ST 元成,E01,土木工程建筑业
603389,亚振家居,C25,家具制造业
603390,通达电气,G,信息技术业
603391,力聚热能,C71,普通机械制造业
603392,万泰生物,C81,医药制造业
603393,新天然气,D03,煤气生产和供应业
603395,红四方,C43,化学原料及化学制品制造业
603396,金辰股份,C73,专用设备制造业
603398,沐邦高科,C37,文教体育用品制造业
603399,永杉锂业,C67,有色金属冶炼及压延加工业
603408,建霖家居,C4,石油、化学、塑胶、塑料
603409,汇通控股,C75,交通运输设备制造业
603416,信捷电气,C78,仪器仪表及文化、办公用机械制造业
603421,鼎信通讯,G87,计算机应用服务业
603429,集友股份,C35,印刷业
603439,贵州三力,C81,医药制造业
603444,吉比特,G87,计算机应用服务业
603456,九洲药业,C81,医药制造业
603458,勘设股份,K20,专业、科研服务业
603466,风语筑,L15,艺术业
603477,巨星农牧,A05,畜牧业
603486,科沃斯,C76,电器机械及器材制造业
603488,展鹏科技,C76,电器机械及器材制造业
603489,八方股份,C76,电器机械及器材制造业
603496,恒为科技,G,信息技术业
603499,翔港科技,C35,印刷业
603500,祥和实业,C75,交通运输设备制造业
603501,韦尔股份,G,信息技术业
603505,金石资源,B09,非金属矿采选业
603506,南都物业,J,房地产业
603507,振江股份,C76,电器机械及器材制造业
603508,思维列控,C75,交通运输设备制造业
603511,爱慕股份,C13,服装及其他纤维制品制造业
603515,欧普照明,C76,电器机械及器材制造业
603516,淳中科技,G,信息技术业
603517,绝味食品,C01,食品加工业
603518,锦泓集团,C13,服装及其他纤维制品制造业
603519,立霸股份,C76,电器机械及器材制造业
603520,司太立,C81,医药制造业
603527,众源新材,C67,有色金属冶炼及压延加工业
603528,多伦科技,G,信息技术业
603529,爱玛科技,C75,交通运输设备制造业
603530,神马电力,C76,电器机械及器材制造业
603533,掌阅科技,G87,计算机应用服务业
603535,嘉诚国际,F21,仓储业
603536,惠发食品,C01,食品加工业
603538,美诺华,C81,医药制造业
603551,奥普科技,C76,电器机械及器材制造业
603555,ST 贵人,C13,服装及其他纤维制品制造业
603556,海兴电力,C78,仪器仪表及文化、办公用机械制造业
603557,ST 起步,C14,皮革、毛皮、羽绒及制品制造业
603558,健盛集团,C11,纺织业
603559,*ST 通脉,G85,通信服务业
603565,中谷物流,F07,水上运输业
603566,普莱柯,C81,医药制造业
603567,珍宝岛,C81,医药制造业
603568,伟明环保,K99,其他社会服务业
603569,长久物流,K99,其他社会服务业
603577,汇金通,C69,金属制品业
603578,三星新材,C61,非金属矿物制品业
603579,荣泰健康,C76,电器机械及器材制造业
603580,艾艾精工,C4,石油、化学、塑胶、塑料
603583,捷昌驱动,C76,电器机械及器材制造业
603585,苏利股份,C43,化学原料及化学制品制造业
603586,金麒麟,C75,交通运输设备制造业
603587,地素时尚,C13,服装及其他纤维制品制造业
603588,高能环境,K99,其他社会服务业
603589,口子窖,C05,饮料制造业
603590,康辰药业,C81,医药制造业
603595,东尼电子,G,信息技术业
603596,伯特利,C75,交通运输设备制造业
603598,引力传媒,K99,其他社会服务业
603599,广信股份,C43,化学原料及化学制品制造业
603600,永艺股份,C25,家具制造业
603601,再升科技,C61,非金属矿物制品业
603602,纵横通信,G87,计算机应用服务业
603603,退市博天,K99,其他社会服务业
603605,珀莱雅,C43,化学原料及化学制品制造业
603606,东方电缆,C76,电器机械及器材制造业
603607,京华激光,C31,造纸及纸制品业
603608,*ST 天创,C14,皮革、毛皮、羽绒及制品制造业
603609,禾丰股份,C01,食品加工业
603610,麒盛科技,C25,家具制造业
603611,诺力股份,C71,普通机械制造业
603612,索通发展,C61,非金属矿物制品业
603613,国联股份,G87,计算机应用服务业
603615,茶花股份,C4,石油、化学、塑胶、塑料
603616,韩建河山,C61,非金属矿物制品业
603617,君禾股份,C71,普通机械制造业
603618,杭电股份,C76,电器机械及器材制造业
603619,中曼石油,B50,采掘服务业
603626,科森科技,C69,金属制品业
603628,清源股份,C99,其他制造业
603629,利通电子,C69,金属制品业
603630,拉芳家化,C43,化学原料及化学制品制造业
603633,徕木股份,G,信息技术业
603636,南威软件,G87,计算机应用服务业
603637,镇海股份,E01,土木工程建筑业
603638,艾迪精密,C73,专用设备制造业
603639,海利尔,C43,化学原料及化学制品制造业
603648,畅联股份,K99,其他社会服务业
603650,彤程新材,C43,化学原料及化学制品制造业
603655,朗博科技,C4,石油、化学、塑胶、塑料
603656,泰禾智能,C73,专用设备制造业
603657,春光科技,C4,石油、化学、塑胶、塑料
603658,安图生物,C81,医药制造业
603659,璞泰来,C76,电器机械及器材制造业
603660,苏州科达,G,信息技术业
603661,恒林股份,C25,家具制造业
603662,柯力传感,C78,仪器仪表及文化、办公用机械制造业
603663,三祥新材,C61,非金属矿物制品业
603665,康隆达,C11,纺织业
603666,亿嘉和,C73,专用设备制造业
603667,五洲新春,C71,普通机械制造业
603668,天马科技,C01,食品加工业
603669,灵康药业,C81,医药制造业
603676,卫信康,C81,医药制造业
603677,奇精机械,C76,电器机械及器材制造业
603678,火炬电子,G,信息技术业
603679,华体科技,C76,电器机械及器材制造业
603680,今创集团,C75,交通运输设备制造业
603681,永冠新材,C43,化学原料及化学制品制造业
603682,锦和商管,K99,其他社会服务业
603683,晶华新材,C43,化学原料及化学制品制造业
603685,晨丰科技,C76,电器机械及器材制造业
603686,福龙马,C73,专用设备制造业
603687,大胜达,C31,造纸及纸制品业
603688,石英股份,C61,非金属矿物制品业
603689,皖天然气,D03,煤气生产和供应业
603690,至纯科技,C73,专用设备制造业
603693,江苏新能,D01,电力、蒸汽、热水的生产和供应业
603696,安记食品,C03,食品制造业
603697,有友食品,C03,食品制造业
603698,航天工程,K20,专业、科研服务业
603699,纽威股份,C71,普通机械制造业
603700,宁水集团,C78,仪器仪表及文化、办公用机械制造业
603701,德宏股份,C76,电器机械及器材制造业
603703,盛洋科技,C76,电器机械及器材制造业
603706,东方环宇,D03,煤气生产和供应业
603707,健友股份,C81,医药制造业
603708,家家悦,H11,零售业
603709,中源家居,C25,家具制造业
603711,香飘飘,C05,饮料制造业
603712,七一二,G,信息技术业
603713,密尔克卫,F11,交通运输辅助业
603716,塞力医疗,H,批发和零售贸易
603717,天域生物,E01,土木工程建筑业
603718,海利生物,C81,医药制造业
603719,良品铺子,H11,零售业
603721,中广天择,L10,广播电影电视业
603722,阿科力,C43,化学原料及化学制品制造业
603725,天安新材,C61,非金属矿物制品业
603726,朗迪集团,C4,石油、化学、塑胶、塑料
603727,博迈科,B50,采掘服务业
603728,鸣志电器,C76,电器机械及器材制造业
603729,龙韵股份,K99,其他社会服务业
603730,岱美股份,C75,交通运输设备制造业
603733,仙鹤股份,C31,造纸及纸制品业
603737,三棵树,C43,化学原料及化学制品制造业
603738,泰晶科技,G,信息技术业
603739,蔚蓝生物,C03,食品制造业
603755,日辰股份,C03,食品制造业
603757,大元泵业,C71,普通机械制造业
603758,秦安股份,C75,交通运输设备制造业
603759,海天股份,D05,自来水的生产和供应业
603766,隆鑫通用,C75,交通运输设备制造业
603767,中马传动,C75,交通运输设备制造业
603768,常青股份,C75,交通运输设备制造业
603773,沃格光电,G,信息技术业
603776,永安行,K20,专业、科研服务业
603777,来伊份,H11,零售业
603778,国晟科技,E01,土木工程建筑业
603779,威龙股份,C05,饮料制造业
603786,科博达,C75,交通运输设备制造业
603787,新日股份,C75,交通运输设备制造业
603788,宁波高发,C75,交通运输设备制造业
603789,星光农机,C73,专用设备制造业
603790,雅运股份,C43,化学原料及化学制品制造业
603797,联泰环保,K99,其他社会服务业
603798,康普顿,C41,石油加工及炼焦业
603799,华友钴业,C67,有色金属冶炼及压延加工业
603800,洪田股份,C73,专用设备制造业
603801,志邦家居,C25,家具制造业
603803,瑞斯康达,G,信息技术业
603806,福斯特,C4,石油、化学、塑胶、塑料
603808,歌力思,C13,服装及其他纤维制品制造业
603809,豪能股份,C75,交通运输设备制造业
603810,丰山集团,C43,化学原料及化学制品制造业
603811,诚意药业,C81,医药制造业
603813,原尚股份,F03,公路运输业
603815,交建股份,E01,土木工程建筑业
603816,顾家家居,C25,家具制造业
603817,海峡环保,D05,自来水的生产和供应业
603818,曲美家居,C25,家具制造业
603819,神力股份,C76,电器机械及器材制造业
603822,嘉澳环保,C43,化学原料及化学制品制造业
603823,百合花,C43,化学原料及化学制品制造业
603825,华扬联众,G87,计算机应用服务业
603826,坤彩科技,C61,非金属矿物制品业
603828,ST 柯利达,E05,装修装饰业
603829,洛凯股份,C76,电器机械及器材制造业
603833,欧派家居,C25,家具制造业
603836,海程邦达,K99,其他社会服务业
603838,四通股份,C61,非金属矿物制品业
603839,安正时尚,C13,服装及其他纤维制品制造业
603843,正平股份,E01,土木工程建筑业
603848,好太太,C69,金属制品业
603855,华荣股份,C73,专用设备制造业
603856,东宏股份,C4,石油、化学、塑胶、塑料
603858,步长制药,C81,医药制造业
603859,能科科技,K20,专业、科研服务业
603860,中公高科,K20,专业、科研服务业
603861,白云电器,C76,电器机械及器材制造业
603863,松炀资源,C31,造纸及纸制品业
603866,桃李面包,C03,食品制造业
603867,新化股份,C43,化学原料及化学制品制造业
603868,飞科电器,C76,电器机械及器材制造业
603869,ST 智知,G87,计算机应用服务业
603871,嘉友国际,F11,交通运输辅助业
603876,鼎胜新材,C67,有色金属冶炼及压延加工业
603877,太平鸟,C13,服装及其他纤维制品制造业
603878,武进不锈,C65,黑色金属冶炼及压延加工业
603879,ST 永悦,C43,化学原料及化学制品制造业
603880,南卫股份,C81,医药制造业
603881,数据港,G87,计算机应用服务业
603882,金域医学,K37,卫生、保健、护理服务业
603883,老百姓,H11,零售业
603885,吉祥航空,F09,航空运输业
603886,元祖股份,C03,食品制造业
603887,城地香江,G87,计算机应用服务业
603888,新华网,G87,计算机应用服务业
603889,新澳股份,C11,纺织业
603890,春秋电子,G,信息技术业
603893,瑞芯微,G,信息技术业
603895,天永智能,C73,专用设备制造业
603896,寿仙谷,C81,医药制造业
603897,长城科技,C76,电器机械及器材制造业
603898,好莱客,C25,家具制造业
603899,晨光股份,C37,文教体育用品制造业
603900,莱绅通灵,H11,零售业
603901,永创智能,C73,专用设备制造业
603903,中持股份,K99,其他社会服务业
603906,龙蟠科技,C43,化学原料及化学制品制造业
603908,牧高笛,C13,服装及其他纤维制品制造业
603909,建发合诚,K20,专业、科研服务业
603912,佳力图,C73,专用设备制造业
603915,国茂股份,C71,普通机械制造业
603916,苏博特,C43,化学原料及化学制品制造业
603917,合力科技,C73,专用设备制造业
603918,金桥信息,G87,计算机应用服务业
603919,金徽酒,C05,饮料制造业
603920,世运电路,G,信息技术业
603922,金鸿顺,C75,交通运输设备制造业
603926,铁流股份,C75,交通运输设备制造业
603927,中科软,G87,计算机应用服务业
603928,兴业股份,C43,化学原料及化学制品制造业
603929,亚翔集成,E01,土木工程建筑业
603931,格林达,C43,化学原料及化学制品制造业
603933,睿能科技,G,信息技术业
603936,博敏电子,G,信息技术业
603937,丽岛新材,C69,金属制品业
603938,三孚股份,C43,化学原料及化学制品制造业
603939,益丰药房,H11,零售业
603948,建业股份,C43,化学原料及化学制品制造业
603949,雪龙集团,C75,交通运输设备制造业
603950,长源东谷,C75,交通运输设备制造业
603955,大千生态,E01,土木工程建筑业
603956,威派格,C73,专用设备制造业
603958,哈森股份,C14,皮革、毛皮、羽绒及制品制造业
603959,ST 百利,E01,土木工程建筑业
603960,克来机电,C73,专用设备制造业
603963,*ST 大药,C81,医药制造业
603966,法兰泰克,C71,普通机械制造业
603967,中创物流,F11,交通运输辅助业
603968,醋化股份,C43,化学原料及化学制品制造业
603969,银龙股份,C69,金属制品业
603970,中农立华,H,批发和零售贸易
603976,正川股份,C81,医药制造业
603977,国泰集团,C43,化学原料及化学制品制造业
603978,深圳新星,C67,有色金属冶炼及压延加工业
603979,金诚信,B50,采掘服务业
603980,吉华集团,C43,化学原料及化学制品制造业
603982,泉峰汽车,C75,交通运输设备制造业
603983,丸美生物,C43,化学原料及化学制品制造业
603985,恒润股份,C69,金属制品业
603986,兆易创新,G,信息技术业
603987,康德莱,C73,专用设备制造业
603988,中电电机,C76,电器机械及器材制造业
603989,艾华集团,G,信息技术业
603990,麦迪科技,G87,计算机应用服务业
603991,至正股份,C4,石油、化学、塑胶、塑料
603992,松霖科技,C4,石油、化学、塑胶、塑料
603993,洛阳钼业,B07,有色金属矿采选业
603995,甬金股份,C65,黑色金属冶炼及压延加工业
603996,退市中新,G,信息技术业
603997,继峰股份,C75,交通运输设备制造业
603998,方盛制药,C81,医药制造业
603999,读者传媒,L01,出版业
605001,威奥股份,C75,交通运输设备制造业
605003,众望布艺,C11,纺织业
605005,合兴股份,C75,交通运输设备制造业
605006,山东玻纤,C61,非金属矿物制品业
605007,五洲特纸,C31,造纸及纸制品业
605008,长鸿高科,C43,化学原料及化学制品制造业
605009,豪悦护理,C31,造纸及纸制品业
605011,杭州热电,D01,电力、蒸汽、热水的生产和供应业
605016,百龙创园,C03,食品制造业
605018,长华集团,C75,交通运输设备制造业
605020,永和股份,C43,化学原料及化学制品制造业
605028,世茂能源,D01,电力、蒸汽、热水的生产和供应业
605033,美邦股份,C43,化学原料及化学制品制造业
605050,福然德,F11,交通运输辅助业
605055,迎丰股份,C11,纺织业
605056,咸亨国际,H,批发和零售贸易
605058,澳弘电子,G,信息技术业
605060,联德股份,C71,普通机械制造业
605066,天正电气,C76,电器机械及器材制造业
605068,明新旭腾,C14,皮革、毛皮、羽绒及制品制造业
605069,正和生态,K99,其他社会服务业
605077,华康股份,C01,食品加工业
605080,浙江自然,C11,纺织业
605081,太和水,K99,其他社会服务业
605086,龙高股份,B09,非金属矿采选业
605088,冠盛股份,C75,交通运输设备制造业
605089,味知香,C01,食品加工业
605090,九丰能源,D03,煤气生产和供应业
605098,行动教育,K99,其他社会服务业
605099,共创草坪,C37,文教体育用品制造业
605100,华丰股份,C71,普通机械制造业
605108,同庆楼,K30,餐饮业
605111,新洁能,G,信息技术业
605116,奥锐特,C81,医药制造业
605117,德业股份,C76,电器机械及器材制造业
605118,力鼎光电,G,信息技术业
605122,四方新材,C61,非金属矿物制品业
605123,派克新材,C69,金属制品业
605128,上海沿浦,C75,交通运输设备制造业
605133,嵘泰股份,C75,交通运输设备制造业
605136,丽人丽妆,H11,零售业
605138,盛泰集团,C13,服装及其他纤维制品制造业
605151,西上海,C75,交通运输设备制造业
605155,西大门,C11,纺织业
605158,华达新材,C69,金属制品业
605162,新中港,D01,电力、蒸汽、热水的生产和供应业
605166,聚合顺,C43,化学原料及化学制品制造业
605167,利柏特,K20,专业、科研服务业
605168,三人行,K99,其他社会服务业
605169,洪通燃气,D03,煤气生产和供应业
605177,东亚药业,C81,医药制造业
605178,时空科技,E05,装修装饰业
605179,一鸣食品,C03,食品制造业
605180,华生科技,C11,纺织业
605183,确成股份,C43,化学原料及化学制品制造业
605186,健麾信息,C73,专用设备制造业
605188,国光连锁,H11,零售业
605189,富春染织,C11,纺织业
605196,华通线缆,C76,电器机械及器材制造业
605198,安德利,C05,饮料制造业
605199,葫芦娃,C81,医药制造业
605208,永茂泰,C67,有色金属冶炼及压延加工业
605218,伟时电子,G,信息技术业
605222,起帆电缆,C76,电器机械及器材制造业
605228,神通科技,C75,交通运输设备制造业
605255,天普股份,C4,石油、化学、塑胶、塑料
605258,协和电子,G,信息技术业
605259,绿田机械,C71,普通机械制造业
605266,健之佳,H11,零售业
605268,王力安防,C69,金属制品业
605277,新亚电子,C76,电器机械及器材制造业
605286,同力日升,C71,普通机械制造业
605287,德才股份,E05,装修装饰业
605288,凯迪股份,C76,电器机械及器材制造业
605289,罗曼股份,E05,装修装饰业
605296,神农集团,A05,畜牧业
605298,必得科技,C75,交通运输设备制造业
605299,舒华体育,C37,文教体育用品制造业
605300,佳禾食品,C03,食品制造业
605303,园林股份,E01,土木工程建筑业
605305,中际联合,C73,专用设备制造业
605318,法狮龙,C99,其他制造业
605319,无锡振华,C75,交通运输设备制造业
605333,沪光股份,C75,交通运输设备制造业
605336,帅丰电器,C76,电器机械及器材制造业
605337,李子园,C05,饮料制造业
605338,巴比食品,C03,食品制造业
605339,南侨食品,C03,食品制造业
605358,立昂微,G,信息技术业
605365,立达信,C76,电器机械及器材制造业
605366,宏柏新材,C43,化学原料及化学制品制造业
605368,蓝天燃气,D03,煤气生产和供应业
605369,拱东医疗,C73,专用设备制造业
605376,博迁新材,C69,金属制品业
605377,华旺科技,C31,造纸及纸制品业
605378,野马电池,C76,电器机械及器材制造业
605388,均瑶健康,C05,饮料制造业
605389,长龄液压,C71,普通机械制造业
605398,新炬网络,G87,计算机应用服务业
605399,晨光新材,C43,化学原料及化学制品制造业
605488,福莱新材,C4,石油、化学、塑胶、塑料
605499,东鹏饮料,C05,饮料制造业
605500,森林包装,C31,造纸及纸制品业
605507,国邦医药,C81,医药制造业
605555,德昌股份,C76,电器机械及器材制造业
605566,福莱蒽特,C43,化学原料及化学制品制造业
605567,春雪食品,C01,食品加工业
605577,龙版传媒,L01,出版业
605580,恒盛能源,D01,电力、蒸汽、热水的生产和供应业
605588,冠石科技,G,信息技术业
605589,圣泉集团,C43,化学原料及化学制品制造业
605598,上海港湾,E01,土木工程建筑业
605599,菜百股份,H11,零售业
688001,华兴源创,C73,专用设备制造业
688002,睿创微纳,G,信息技术业
688003,天准科技,C73,专用设备制造业
688004,博汇科技,G87,计算机应用服务业
688005,容百科技,C76,电器机械及器材制造业
688006,杭可科技,C73,专用设备制造业
688007,光峰科技,G,信息技术业
688008,澜起科技,G,信息技术业
688009,中国通号,C75,交通运输设备制造业
688010,福光股份,C78,仪器仪表及文化、办公用机械制造业
688011,新光光电,G,信息技术业
688012,中微公司,C73,专用设备制造业
688013,天臣医疗,C73,专用设备制造业
688015,交控科技,C75,交通运输设备制造业
688016,心脉医疗,C73,专用设备制造业
688017,绿的谐波,C71,普通机械制造业
688018,乐鑫科技,G87,计算机应用服务业
688019,安集科技,G,信息技术业
688020,方邦股份,G,信息技术业
688021,奥福环保,C73,专用设备制造业
688022,瀚川智能,C73,专用设备制造业
688023,安恒信息,G87,计算机应用服务业
688025,杰普特,G,信息技术业
688026,洁特生物,C4,石油、化学、塑胶、塑料
688027,国盾量子,G,信息技术业
688028,沃尔德,C73,专用设备制造业
688029,南微医学,C73,专用设备制造业
688030,山石网科,G87,计算机应用服务业
688031,星环科技,G87,计算机应用服务业
688032,禾迈股份,C76,电器机械及器材制造业
688033,天宜上佳,C75,交通运输设备制造业
688035,德邦科技,G,信息技术业
688036,传音控股,G,信息技术业
688037,芯源微,C73,专用设备制造业
688038,中科通达,G87,计算机应用服务业
688039,当虹科技,G87,计算机应用服务业
688041,海光信息,G,信息技术业
688045,必易微,G87,计算机应用服务业
688046,药康生物,K20,专业、科研服务业
688047,龙芯中科,G,信息技术业
688048,长光华芯,G,信息技术业
688049,炬芯科技,G,信息技术业
688050,爱博医疗,C73,专用设备制造业
688051,佳华科技,G87,计算机应用服务业
688052,纳芯微,G87,计算机应用服务业
688053,思科瑞,K20,专业、科研服务业
688055,龙腾光电,G,信息技术业
688056,莱伯泰科,C78,仪器仪表及文化、办公用机械制造业
688057,金达莱,K99,其他社会服务业
688058,宝兰德,G87,计算机应用服务业
688059,华锐精密,C69,金属制品业
688060,云涌科技,G87,计算机应用服务业
688061,灿瑞科技,G,信息技术业
688062,迈威生物,C81,医药制造业
688063,派能科技,C76,电器机械及器材制造业
688065,凯赛生物,C47,化学纤维制造业
688066,航天宏图,G87,计算机应用服务业
688067,爱威科技,C73,专用设备制造业
688068,热景生物,C81,医药制造业
688069,德林海,K99,其他社会服务业
688070,纵横股份,C75,交通运输设备制造业
688071,华依科技,C73,专用设备制造业
688072,拓荆科技,C73,专用设备制造业
688073,毕得医药,K20,专业、科研服务业
688075,安旭生物,C81,医药制造业
688076,诺泰生物,C81,医药制造业
688077,大地熊,C61,非金属矿物制品业
688078,龙软科技,G87,计算机应用服务业
688079,美迪凯,G,信息技术业
688080,映翰通,G,信息技术业
688081,兴图新科,G,信息技术业
688082,盛美上海,C73,专用设备制造业
688083,中望软件,G87,计算机应用服务业
688084,晶品特装,C73,专用设备制造业
688085,三友医疗,C73,专用设备制造业
688086,退市紫晶,G,信息技术业
688087,英科再生,B07,有色金属矿采选业
688088,虹软科技,G87,计算机应用服务业
688089,嘉必优,C03,食品制造业
688090,瑞松科技,C73,专用设备制造业
688091,上海谊众,C81,医药制造业
688092,爱科科技,C73,专用设备制造业
688093,世华科技,G,信息技术业
688095,福昕软件,G87,计算机应用服务业
688096,京源环保,C73,专用设备制造业
688097,博众精工,C73,专用设备制造业
688098,申联生物,C81,医药制造业
688099,晶晨股份,G87,计算机应用服务业
688100,威胜信息,G,信息技术业
688101,三达膜,C73,专用设备制造业
688102,斯瑞新材,C67,有色金属冶炼及压延加工业
688103,国力股份,G,信息技术业
688105,诺唯赞,K20,专业、科研服务业
688106,金宏气体,C43,化学原料及化学制品制造业
688107,安路科技,G,信息技术业
688108,赛诺医疗,C73,专用设备制造业
688109,品茗科技,G87,计算机应用服务业
688110,东芯股份,G,信息技术业
688111,金山办公,G87,计算机应用服务业
688112,鼎阳科技,C78,仪器仪表及文化、办公用机械制造业
688113,联测科技,C73,专用设备制造业
688114,华大智造,C73,专用设备制造业
688115,思林杰,C78,仪器仪表及文化、办公用机械制造业
688116,天奈科技,C43,化学原料及化学制品制造业
688117,圣诺生物,C81,医药制造业
688118,普元信息,G87,计算机应用服务业
688119,中钢洛耐,C61,非金属矿物制品业
688120,华海清科,C73,专用设备制造业
688121,卓然股份,C73,专用设备制造业
688122,西部超导,C67,有色金属冶炼及压延加工业
688123,聚辰股份,G,信息技术业
688125,安达智能,C73,专用设备制造业
688126,沪硅产业,G,信息技术业
688127,蓝特光学,C78,仪器仪表及文化、办公用机械制造业
688128,中国电研,C73,专用设备制造业
688129,东来技术,C43,化学原料及化学制品制造业
688130,晶华微,G87,计算机应用服务业
688131,皓元医药,K20,专业、科研服务业
688132,邦彦技术,G,信息技术业
688133,泰坦科技,K20,专业、科研服务业
688135,利扬芯片,G,信息技术业
688136,科兴制药,C81,医药制造业
688137,近岸蛋白,K20,专业、科研服务业
688138,清溢光电,G,信息技术业
688139,海尔生物,C73,专用设备制造业
688141,杰华特,G,信息技术业
688143,长盈通,G,信息技术业
688146,中船特气,G,信息技术业
688147,微导纳米,C73,专用设备制造业
688148,芳源股份,C76,电器机械及器材制造业
688150,莱特光电,G,信息技术业
688151,华强科技,C73,专用设备制造业
688152,麒麟信安,G87,计算机应用服务业
688153,唯捷创芯,G,信息技术业
688155,先惠技术,C73,专用设备制造业
688156,路德环境,K99,其他社会服务业
688157,松井股份,C43,化学原料及化学制品制造业
688158,优刻得,G87,计算机应用服务业
688159,有方科技,G,信息技术业
688160,步科股份,C78,仪器仪表及文化、办公用机械制造业
688161,威高骨科,C73,专用设备制造业
688162,巨一科技,C73,专用设备制造业
688163,赛伦生物,C81,医药制造业
688165,埃夫特,C71,普通机械制造业
688166,博瑞医药,C81,医药制造业
688167,炬光科技,G,信息技术业
688168,安博通,G87,计算机应用服务业
688169,石头科技,C76,电器机械及器材制造业
688170,德龙激光,C73,专用设备制造业
688171,纬德信息,G87,计算机应用服务业
688172,燕东微,G,信息技术业
688173,希荻微,G87,计算机应用服务业
688175,高凌信息,G,信息技术业
688176,亚虹医药,C81,医药制造业
688177,百奥泰,C81,医药制造业
688178,万德斯,K99,其他社会服务业
688179,阿拉丁,K20,专业、科研服务业
688180,君实生物,C81,医药制造业
688181,八亿时空,G,信息技术业
688182,灿勤科技,G,信息技术业
688183,生益电子,G,信息技术业
688184,帕瓦股份,G,信息技术业
688185,康希诺,C81,医药制造业
688186,广大特材,C69,金属制品业
688187,时代电气,C75,交通运输设备制造业
688188,柏楚电子,G87,计算机应用服务业
688189,南新制药,C81,医药制造业
688190,云路股份,C65,黑色金属冶炼及压延加工业
688191,智洋创新,G87,计算机应用服务业
688192,迪哲医药,C81,医药制造业
688193,仁度生物,C81,医药制造业
688195,腾景科技,G,信息技术业
688196,卓越新能,B07,有色金属矿采选业
688197,首药控股,C81,医药制造业
688198,佰仁医疗,C73,专用设备制造业
688199,久日新材,C43,化学原料及化学制品制造业
688200,华峰测控,C73,专用设备制造业
688201,信安世纪,G87,计算机应用服务业
688202,美迪西,K20,专业、科研服务业
688203,海正生材,C47,化学纤维制造业
688205,德科立,G,信息技术业
688206,概伦电子,G87,计算机应用服务业
688207,格灵深瞳,G87,计算机应用服务业
688208,道通科技,G,信息技术业
688209,英集芯,G,信息技术业
688210,统联精密,G,信息技术业
688211,中科微至,C71,普通机械制造业
688212,澳华内镜,C73,专用设备制造业
688213,思特威,G,信息技术业
688215,瑞晟智能,C73,专用设备制造业
688216,气派科技,G,信息技术业
688217,睿昂基因,C81,医药制造业
688218,江苏北人,C73,专用设备制造业
688219,会通股份,C4,石油、化学、塑胶、塑料
688220,翱捷科技,G,信息技术业
688221,前沿生物,C81,医药制造业
688222,成都先导,K20,专业、科研服务业
688223,晶科能源,C76,电器机械及器材制造业
688225,亚信安全,G87,计算机应用服务业
688226,威腾电气,C76,电器机械及器材制造业
688227,品高股份,G87,计算机应用服务业
688228,开普云,G87,计算机应用服务业
688229,博睿数据,G87,计算机应用服务业
688230,芯导科技,G,信息技术业
688231,隆达股份,C67,有色金属冶炼及压延加工业
688232,新点软件,G87,计算机应用服务业
688233,神工股份,C61,非金属矿物制品业
688234,天岳先进,G,信息技术业
688235,百济神州,C81,医药制造业
688236,春立医疗,C73,专用设备制造业
688237,超卓航科,C75,交通运输设备制造业
688238,和元生物,K20,专业、科研服务业
688239,航宇科技,C75,交通运输设备制造业
688244,永信至诚,G87,计算机应用服务业
688246,嘉和美康,G87,计算机应用服务业
688247,宣泰医药,C81,医药制造业
688248,南网科技,K20,专业、科研服务业
688249,晶合集成,G,信息技术业
688251,井松智能,C71,普通机械制造业
688252,天德钰,G87,计算机应用服务业
688253,英诺特,C81,医药制造业
688255,凯尔达,C71,普通机械制造业
688256,寒武纪,G87,计算机应用服务业
688257,新锐股份,C67,有色金属冶炼及压延加工业
688258,卓易信息,G87,计算机应用服务业
688259,创耀科技,G87,计算机应用服务业
688260,昀冢科技,G,信息技术业
688261,东微半导,G,信息技术业
688262,国芯科技,G87,计算机应用服务业
688265,南模生物,K20,专业、科研服务业
688266,泽璟制药,C81,医药制造业
